StateTerr,HAI,Year,State_NHSN_Mandate,FAC_TYPE,Num_Facilities_Reporting,Observed_Infections,Predicted_Infections,Standardized_Infection_Ratio,Facilities_Atleast_1_Predicted_HAI,PCT_Hospitals_SIR_Greater_Than_National_SIR
Maine,CDI,2017,,General,17,231,333.803,0.692,17,11.76470588
Maine,CLABSI,2017,,General,17,57,67.83,0.84,9,
Maine,CAUTI,2017,,General,17,83,69.53,1.194,10,10
Maine,MRSA,2017,,General,17,20,30.689,0.652,5,
Maine,CAUTI,2017,,REHAB,5,7,3.889,1.8,2,
Maine,MRSA,2017,,REHAB,5,0,0.7995,,,
Maine,CAUTI,2017,,LTAC,,,,,,
Maine,MRSA,2017,,LTAC,0,,,,,
Maine,CDI,2017,,LTAC,0,,,,,
Maine,CLABSI,2017,,LTAC,1,,,,,
Maine,CLABSI,2017,,REHAB,4,,,,,
Maine,VAE,2017,,General,15,166,85.72637222,1.936,9,
Maine,COLON,2017,,General,17,39,34.09573346,1.144,8,
Maine,HYST,2017,,General,15,5,6.338136815,0.789,1,
Maine,VAE,2017,,LTAC,0,,,,,
Maryland,CLABSI,2017,,General,49,413,459.09,0.9,43,19.05
Maryland,CAUTI,2017,,General,49,417,465.45,0.896,43,11.9
Maryland,CDI,2017,,General,48,1774,1928.956,0.92,47,36.17021277
Maryland,MRSA,2017,,General,48,178,183.586,0.97,35,5.714285714
Maryland,CLABSI,2017,,REHAB,2,,,,,
Maryland,CLABSI,2017,,LTAC,2,,,,,
Maryland,MRSA,2017,,LTAC,2,,,,,
Maryland,CDI,2017,,LTAC,2,,,,,
Maryland,CAUTI,2017,,LTAC,2,,,,,
Maryland,MRSA,2017,,REHAB,3,,,,,
Maryland,CDI,2017,,REHAB,3,,,,,
Maryland,CAUTI,2017,,REHAB,3,,,,,
Maryland,VAE,2017,,General,25,255,313.7067863,0.813,23,22
Maryland,COLON,2017,,General,45,132,165.1583304,0.799,34,6
Maryland,HYST,2017,,General,41,39,36.05646931,1.082,10,20
Maryland,VAE,2017,,LTAC,1,,,,,
Massachusetts,VAE,2017,,General,21,274,211.5829997,1.295,17,18
Massachusetts,HYST,2017,,General,51,40,34.00502811,1.176,7,
Massachusetts,COLON,2017,,General,60,161,180.6743316,0.891,38,8
Massachusetts,VAE,2017,,LTAC,13,59,73.38093733,0.804,9,
Massachusetts,CAUTI,2017,,LTAC,14,109,79.154,1.377,14,42.86
Massachusetts,CLABSI,2017,,General,68,440,586.94,0.75,48,2.08
Massachusetts,CDI,2017,,LTAC,13,252,416.171,0.606,13,30.76923077
Massachusetts,CDI,2017,,General,69,2182,2430.649,0.898,66,18.18181818
Massachusetts,CLABSI,2017,,LTAC,14,73,81.625,0.894,13,30.76923077
Massachusetts,CAUTI,2017,,General,69,686,637.08,1.077,57,17.54
Massachusetts,MRSA,2017,,General,69,150,216.474,0.693,40,5
Massachusetts,MRSA,2017,,LTAC,13,22,47.315,0.465,12,0
Massachusetts,CDI,2017,,REHAB,10,79,77.639,1.018,10,10
Massachusetts,MRSA,2017,,REHAB,10,3,3.7311,0.804,,
Massachusetts,CAUTI,2017,,REHAB,10,28,21.738,1.288,6,
Massachusetts,CLABSI,2017,,REHAB,3,,,,,
Michigan,VAE,2017,,General,79,1463,1259.66296,1.161,56,30
Michigan,HYST,2017,,General,87,56,70.50910714,0.794,27,4
Michigan,COLON,2017,,General,91,305,280.9682335,1.086,54,15
Michigan,VAE,2017,,LTAC,21,85,66.54904708,1.277,17,12
Michigan,CAUTI,2017,,General,99,688,900.56,0.764,67,7.46
Michigan,CDI,2017,,General,101,2795,3454.724,0.809,91,14.28571429
Michigan,CAUTI,2017,,LTAC,21,76,79.377,0.957,20,10
Michigan,CDI,2017,,REHAB,38,108,141.499,0.763,32,3.125
Michigan,MRSA,2017,,LTAC,21,27,25.321,1.066,15,14.28571429
Michigan,CAUTI,2017,,REHAB,37,52,31.267,1.663,10,0
Michigan,CLABSI,2017,,General,97,522,704.45,0.741,60,5
Michigan,MRSA,2017,,General,101,295,320.965,0.919,59,8.474576271
Michigan,CLABSI,2017,,LTAC,21,69,75.659,0.912,21,10
Michigan,CDI,2017,,LTAC,21,136,165.402,0.822,20,10
Michigan,MRSA,2017,,REHAB,38,6,5.1466,1.166,,
Michigan,CLABSI,2017,,REHAB,17,2,3.609,0.554,,
Minnesota,CAUTI,2017,,General,53,295,357.84,0.824,30,6.9
Minnesota,CLABSI,2017,,General,53,313,363.37,0.861,23,4.35
Minnesota,CAUTI,2017,,REHAB,13,18,11.222,1.604,5,
Minnesota,CDI,2017,,REHAB,13,28,33.787,0.829,11,0
Minnesota,MRSA,2017,,General,52,65,119.299,0.545,22,0
Minnesota,CDI,2017,,General,54,1342,1526.599,0.879,49,20.40816327
Minnesota,MRSA,2017,,REHAB,13,0,1.2762,0,,
Minnesota,CLABSI,2017,,REHAB,5,4,1.132,3.532,,
Minnesota,CLABSI,2017,,LTAC,2,,,,,
Minnesota,MRSA,2017,,LTAC,2,,,,,
Minnesota,CDI,2017,,LTAC,2,,,,,
Minnesota,CAUTI,2017,,LTAC,2,,,,,
Minnesota,COLON,2017,,General,50,150,157.7606192,0.951,22,9
Minnesota,VAE,2017,,General,10,159,161.1575994,0.987,6,
Minnesota,HYST,2017,,General,48,36,25.91869924,1.389,9,
Minnesota,VAE,2017,,LTAC,2,,,,,
Mississippi,CLABSI,2017,,LTAC,9,26,46.077,0.564,9,
Mississippi,CAUTI,2017,,LTAC,9,20,52.996,0.377,9,
Mississippi,MRSA,2017,,General,59,96,112.252,0.855,21,4.761904762
Mississippi,CDI,2017,,General,58,795,1105.345,0.719,49,6.12244898
Mississippi,CLABSI,2017,,General,53,214,245.16,0.873,25,12
Mississippi,CAUTI,2017,,General,58,225,336.09,0.669,31,3.23
Mississippi,CDI,2017,,REHAB,12,25,28.143,0.888,10,0
Mississippi,CLABSI,2017,,REHAB,9,1,1.204,0.83,,
Mississippi,CDI,2017,,LTAC,9,35,79.27,0.442,9,
Mississippi,MRSA,2017,,LTAC,9,7,11.979,0.584,6,
Mississippi,MRSA,2017,,REHAB,12,2,1.3265,1.508,,
Mississippi,CAUTI,2017,,REHAB,12,7,6.723,1.041,3,
Mississippi,VAE,2017,,General,26,44,124.9599502,0.352,17,0
Mississippi,VAE,2017,,LTAC,9,60,23.15181181,2.592,5,
Mississippi,HYST,2017,,General,42,26,18.48013787,1.407,5,
Mississippi,COLON,2017,,General,41,90,79.08977552,1.138,19,16
Missouri,CDI,2017,,General,75,1735,2364.601,0.734,70,8.571428571
Missouri,CAUTI,2017,,General,76,648,711.61,0.911,56,5.45
Missouri,CAUTI,2017,,REHAB,30,35,27.928,1.253,8,
Missouri,CLABSI,2017,,General,75,577,664.67,0.868,47,6.38
Missouri,MRSA,2017,,LTAC,11,13,15.158,0.858,9,
Missouri,MRSA,2017,,General,76,177,228.006,0.776,40,5
Missouri,CDI,2017,,REHAB,30,97,93.627,1.036,24,12.5
Missouri,CAUTI,2017,,LTAC,11,60,56.899,1.055,11,9.09
Missouri,CLABSI,2017,,LTAC,11,40,52.71,0.759,11,0
Missouri,CDI,2017,,LTAC,11,71,102.425,0.693,11,0
Missouri,MRSA,2017,,REHAB,30,3,4.2847,0.7,,
Missouri,CLABSI,2017,,REHAB,16,2,2.807,0.713,,
Missouri,COLON,2017,,General,69,159,183.9296569,0.864,36,3
Missouri,VAE,2017,,LTAC,11,31,31.60793274,0.981,9,
Missouri,HYST,2017,,General,61,29,42.68707278,0.679,12,0
Missouri,VAE,2017,,General,42,786,694.9397773,1.131,29,34
Montana,CAUTI,2017,,General,14,40,44.04,0.908,9,
Montana,CDI,2017,,General,14,159,186.914,0.851,11,9.090909091
Montana,CLABSI,2017,,General,13,16,36.19,0.442,9,
Montana,MRSA,2017,,General,14,9,15.812,0.569,5,
Montana,CLABSI,2017,,LTAC,1,,,,,
Montana,MRSA,2017,,LTAC,1,,,,,
Montana,CDI,2017,,LTAC,1,,,,,
Montana,CAUTI,2017,,LTAC,1,,,,,
Montana,MRSA,2017,,REHAB,4,,,,,
Montana,CDI,2017,,REHAB,4,,,,,
Montana,CAUTI,2017,,REHAB,4,,,,,
Montana,CLABSI,2017,,REHAB,4,,,,,
Montana,COLON,2017,,General,11,19,19.23818882,0.988,6,
Montana,HYST,2017,,General,11,4,4.229077155,0.946,1,
Montana,VAE,2017,,LTAC,1,,,,,
Montana,VAE,2017,,General,4,,,,,
National,VAE,2017,,LTAC,458,1732,1944.769286,0.891,308,18
National,CLABSI,2017,,LTAC,470,2382,2826.56,0.843,452,11.28
National,CLABSI,2017,,REHAB,690,155,166.348,0.932,17,0
National,CAUTI,2017,,General,3679,24865,28241.96,0.88,2589,10.74
National,CDI,2017,,General,3669,81942,101871.014,0.804,3231,13
National,CLABSI,2017,,General,3576,21173,25996.18,0.814,2337,8.69
National,COLON,2017,,General,3158,7353,8114.944257,0.906,1811,7
National,CAUTI,2017,,LTAC,470,2862,3040.18,0.941,456,14.68
National,HYST,2017,,General,2970,1733,1947.357541,0.89,599,5
National,CAUTI,2017,,REHAB,1153,1249,1087.47,1.149,374,5.08
National,MRSA,2017,,General,3662,8102,9398.025,0.862,1881,6
National,MRSA,2017,,LTAC,468,712,755.397,0.943,319,12
National,MRSA,2017,,REHAB,1148,156,170.54,0.915,1,
National,VAE,2017,,General,2046,24491,25730.52242,0.952,1541,20
National,CDI,2017,,REHAB,1145,3184,4021.094,0.792,956,6
National,CDI,2017,,LTAC,466,4233,5503.278,0.769,458,13
Nebraska,HYST,2017,,General,22,13,11.14147376,1.167,4,
Nebraska,VAE,2017,,General,14,230,143.7820683,1.6,10,30
Nebraska,COLON,2017,,General,21,55,48.17984947,1.142,11,9
Nebraska,VAE,2017,,LTAC,4,,,,,
Nebraska,CAUTI,2017,,General,27,120,137.64,0.872,18,11.1
Nebraska,CLABSI,2017,,General,27,128,159.36,0.803,18,0
Nebraska,MRSA,2017,,General,26,36,52.009,0.692,12,0
Nebraska,CAUTI,2017,,REHAB,10,15,10.246,1.464,3,
Nebraska,CDI,2017,,General,25,477,593.398,0.804,22,4.545454545
Nebraska,MRSA,2017,,REHAB,10,1,1.1264,0.888,,
Nebraska,CDI,2017,,REHAB,10,28,30.969,0.904,9,
Nebraska,CLABSI,2017,,REHAB,6,1,1.177,0.85,,
Nebraska,CLABSI,2017,,LTAC,4,,,,,
Nebraska,MRSA,2017,,LTAC,4,,,,,
Nebraska,CDI,2017,,LTAC,4,,,,,
Nebraska,CAUTI,2017,,LTAC,4,,,,,
Nevada,CDI,2017,,REHAB,12,96,59.428,1.615,11,18.18181818
Nevada,CDI,2017,,General,25,884,1030.526,0.858,22,27.27272727
Nevada,CDI,2017,,LTAC,10,102,80.844,1.262,10,0
Nevada,CAUTI,2017,,REHAB,12,14,17.569,0.797,8,
Nevada,CLABSI,2017,,General,25,295,297.18,0.993,20,25
Nevada,CAUTI,2017,,LTAC,10,68,62.444,1.089,10,20
Nevada,CAUTI,2017,,General,25,235,313.1,0.751,21,4.76
Nevada,MRSA,2017,,General,24,85,87.773,0.968,15,6.666666667
Nevada,MRSA,2017,,REHAB,12,3,2.5674,1.168,,
Nevada,CLABSI,2017,,LTAC,10,42,71.693,0.586,10,0
Nevada,MRSA,2017,,LTAC,10,8,11.637,0.687,5,
Nevada,CLABSI,2017,,REHAB,11,2,3.972,0.503,,
Nevada,VAE,2017,,LTAC,10,7,23.63986874,0.296,8,
Nevada,COLON,2017,,General,20,65,52.92254343,1.228,15,20
Nevada,HYST,2017,,General,18,12,11.15994589,1.075,4,
Nevada,VAE,2017,,General,22,396,564.4103231,0.702,19,16
New Hampshire,CAUTI,2017,,REHAB,8,6,5.712,1.05,1,
New Hampshire,CDI,2017,,General,13,309,328.089,0.942,13,15.38461538
New Hampshire,MRSA,2017,,General,13,23,28.505,0.807,7,
New Hampshire,CAUTI,2017,,General,13,89,90.22,0.987,13,7.69
New Hampshire,CLABSI,2017,,General,13,46,64.45,0.714,11,0
New Hampshire,CDI,2017,,REHAB,8,24,33.811,0.71,8,
New Hampshire,MRSA,2017,,REHAB,8,2,1.463,1.367,,
New Hampshire,CAUTI,2017,,LTAC,,,,,,
New Hampshire,MRSA,2017,,LTAC,0,,,,,
New Hampshire,CDI,2017,,LTAC,0,,,,,
New Hampshire,CLABSI,2017,,REHAB,1,,,,,
New Hampshire,CLABSI,2017,,LTAC,1,,,,,
New Hampshire,VAE,2017,,General,11,30,45.73452196,0.656,11,9
New Hampshire,COLON,2017,,General,13,38,33.89110182,1.121,9,
New Hampshire,HYST,2017,,General,13,6,7.018433753,0.855,1,
New Hampshire,VAE,2017,,LTAC,0,,,,,
New Jersey,CLABSI,2017,,General,71,447,625.8,0.714,61,9.84
New Jersey,CDI,2017,,General,71,2583,2925.293,0.883,71,28.16901408
New Jersey,MRSA,2017,,LTAC,12,25,24.078,1.038,10,16.66666667
New Jersey,CAUTI,2017,,General,71,592,676.82,0.875,68,8.82
New Jersey,CAUTI,2017,,REHAB,17,44,40.007,1.1,14,7.14
New Jersey,CLABSI,2017,,LTAC,12,67,75.711,0.885,11,8.333333333
New Jersey,CDI,2017,,REHAB,17,129,125.077,1.031,16,12.5
New Jersey,MRSA,2017,,General,71,248,273.042,0.908,61,8.196721311
New Jersey,CDI,2017,,LTAC,12,113,161.787,0.698,12,8.333333333
New Jersey,CAUTI,2017,,LTAC,12,96,76.158,1.261,11,36.36
New Jersey,CLABSI,2017,,REHAB,5,0,1.667,0,,
New Jersey,MRSA,2017,,REHAB,17,1,5.41,0.185,,
New Jersey,VAE,2017,,LTAC,11,31,76.0949066,0.407,11,9
New Jersey,VAE,2017,,General,50,723,778.515135,0.929,48,25
New Jersey,COLON,2017,,General,70,124,202.8413689,0.611,49,2
New Jersey,HYST,2017,,General,61,29,47.83378092,0.606,16,0
New Mexico,CDI,2017,,REHAB,7,34,30.177,1.127,5,
New Mexico,MRSA,2017,,General,29,15,36.019,0.416,9,
New Mexico,CLABSI,2017,,General,31,77,105.05,0.733,13,0
New Mexico,CAUTI,2017,,General,30,135,139.03,0.971,15,6.67
New Mexico,CDI,2017,,General,28,430,450.704,0.954,24,20.83333333
New Mexico,CAUTI,2017,,REHAB,8,9,7.361,1.223,3,
New Mexico,MRSA,2017,,REHAB,7,0,1.1554,0,,
New Mexico,CLABSI,2017,,REHAB,5,0,0.709,,,
New Mexico,CLABSI,2017,,LTAC,3,,,,,
New Mexico,MRSA,2017,,LTAC,3,,,,,
New Mexico,CDI,2017,,LTAC,3,,,,,
New Mexico,CAUTI,2017,,LTAC,3,,,,,
New Mexico,COLON,2017,,General,25,40,31.38894197,1.274,11,18
New Mexico,VAE,2017,,General,18,105,66.9246292,1.569,9,
New Mexico,HYST,2017,,General,23,14,10.8924592,1.285,3,
New Mexico,VAE,2017,,LTAC,3,,,,,
New York,CDI,2017,,REHAB,57,123,200.327,0.614,44,2.272727273
New York,CDI,2017,,General,181,5414,7168.052,0.755,173,12.71676301
New York,CLABSI,2017,,General,173,1548,1719.81,0.9,133,15.04
New York,CAUTI,2017,,General,174,1883,1842.47,1.022,145,17.93
New York,MRSA,2017,,General,180,689,696.308,0.99,124,12.09677419
New York,CAUTI,2017,,REHAB,56,38,44.113,0.861,17,0
New York,MRSA,2017,,REHAB,57,7,7.7895,0.899,,
New York,CLABSI,2017,,REHAB,45,16,9.146,1.749,,
New York,CLABSI,2017,,LTAC,1,,,,,
New York,MRSA,2017,,LTAC,1,,,,,
New York,CAUTI,2017,,LTAC,1,,,,,
New York,CDI,2017,,LTAC,2,,,,,
New York,VAE,2017,,General,132,1668,2389.493,0.698,117,13
New York,HYST,2017,,General,149,122,118.8838239,1.026,41,7
New York,COLON,2017,,General,163,509,523.2107983,0.973,101,9
New York,VAE,2017,,LTAC,1,,,,,
North Carolina,VAE,2017,,LTAC,10,37,47.90846686,0.772,8,
North Carolina,COLON,2017,,General,87,237,284.8901214,0.832,51,6
North Carolina,VAE,2017,,General,42,788,573.0294605,1.375,30,33
North Carolina,HYST,2017,,General,86,39,69.2906972,0.563,19,0
North Carolina,MRSA,2017,,General,99,279,356.781,0.782,49,8.163265306
North Carolina,CDI,2017,,General,100,2695,3497.797,0.77,93,10.75268817
North Carolina,CAUTI,2017,,General,98,805,900.5,0.894,74,10.81
North Carolina,CAUTI,2017,,REHAB,26,38,21.611,1.758,7,
North Carolina,CLABSI,2017,,General,98,740,757.45,0.977,60,10
North Carolina,CDI,2017,,LTAC,10,84,102.14,0.822,10,0
North Carolina,CDI,2017,,REHAB,25,78,108.16,0.721,21,0
North Carolina,CAUTI,2017,,LTAC,10,40,59.076,0.677,10,0
North Carolina,CLABSI,2017,,LTAC,10,54,69.778,0.774,10,0
North Carolina,MRSA,2017,,REHAB,25,4,4.1548,0.963,,
North Carolina,CLABSI,2017,,REHAB,12,7,5.851,1.196,1,
North Carolina,MRSA,2017,,LTAC,10,26,14.315,1.816,7,
North Dakota,COLON,2017,,General,7,35,19.9156113,1.757,6,
North Dakota,HYST,2017,,General,7,5,2.850203906,1.754,,
North Dakota,VAE,2017,,General,2,,,,,
North Dakota,VAE,2017,,LTAC,2,,,,,
North Dakota,CLABSI,2017,,General,8,52,64.16,0.811,7,
North Dakota,CAUTI,2017,,General,9,64,67.33,0.951,7,
North Dakota,CDI,2017,,General,9,249,220.055,1.132,7,
North Dakota,CAUTI,2017,,REHAB,5,5,2.374,2.106,1,
North Dakota,CDI,2017,,REHAB,5,5,5.82,0.859,3,
North Dakota,MRSA,2017,,General,9,18,20.277,0.888,7,
North Dakota,MRSA,2017,,REHAB,5,0,0.2151,,,
North Dakota,CLABSI,2017,,LTAC,2,,,,,
North Dakota,MRSA,2017,,LTAC,2,,,,,
North Dakota,CDI,2017,,LTAC,2,,,,,
North Dakota,CAUTI,2017,,LTAC,2,,,,,
North Dakota,CLABSI,2017,,REHAB,3,,,,,
Ohio,VAE,2017,,LTAC,31,109,117.6859987,0.926,26,12
Ohio,COLON,2017,,General,125,304,397.47676,0.765,76,4
Ohio,VAE,2017,,General,85,1325,1154.378888,1.148,68,35
Ohio,HYST,2017,,General,120,70,85.82550696,0.816,26,0
Ohio,CDI,2017,,REHAB,52,104,162.703,0.639,41,4.87804878
Ohio,CDI,2017,,LTAC,31,194,294.203,0.659,31,0
Ohio,CAUTI,2017,,LTAC,31,167,168.85,0.989,31,16.13
Ohio,CLABSI,2017,,LTAC,31,115,171.406,0.671,31,0
Ohio,CLABSI,2017,,General,140,861,1159.46,0.743,95,3.16
Ohio,CDI,2017,,General,142,3788,4545.647,0.833,131,12.21374046
Ohio,CAUTI,2017,,General,141,1059,1391.08,0.761,103,3.88
Ohio,MRSA,2017,,General,141,373,405.223,0.92,81,3.703703704
Ohio,MRSA,2017,,LTAC,31,26,41.505,0.626,19,0
Ohio,CAUTI,2017,,REHAB,52,50,49.244,1.015,15,13.33
Ohio,MRSA,2017,,REHAB,52,6,6.6843,0.898,,
Ohio,CLABSI,2017,,REHAB,26,9,7.042,1.278,1,
Oklahoma,VAE,2017,,General,31,161,237.3719859,0.678,18,6
Oklahoma,VAE,2017,,LTAC,12,21,18.08391914,1.161,3,
Oklahoma,COLON,2017,,General,56,101,104.3034912,0.968,21,10
Oklahoma,HYST,2017,,General,58,25,27.39132972,0.913,8,
Oklahoma,CAUTI,2017,,REHAB,22,13,16.394,0.793,4,
Oklahoma,CDI,2017,,LTAC,13,62,93.52,0.663,13,0
Oklahoma,CAUTI,2017,,General,83,300,397.02,0.756,38,2.63
Oklahoma,CDI,2017,,General,83,851,1222.727,0.696,53,1.886792453
Oklahoma,CLABSI,2017,,General,77,318,387.73,0.82,31,6.45
Oklahoma,MRSA,2017,,General,84,133,125.391,1.061,18,16.66666667
Oklahoma,CDI,2017,,REHAB,22,37,45.358,0.816,14,7.142857143
Oklahoma,MRSA,2017,,LTAC,13,11,13.355,0.824,7,
Oklahoma,CAUTI,2017,,LTAC,13,45,70.557,0.638,11,0
Oklahoma,CLABSI,2017,,LTAC,13,49,53.258,0.92,12,0
Oklahoma,MRSA,2017,,REHAB,22,0,2.2468,0,,
Oklahoma,CLABSI,2017,,REHAB,10,0,2.248,0,1,
Oregon,COLON,2017,,General,33,78,98.06567849,0.795,22,5
Oregon,VAE,2017,,General,26,134,160.7848749,0.833,19,11
Oregon,HYST,2017,,General,33,21,18.07427005,1.162,8,
Oregon,VAE,2017,,LTAC,1,,,,,
Oregon,CDI,2017,,General,35,748,906.57,0.825,34,17.64705882
Oregon,CLABSI,2017,,General,36,163,226.84,0.719,23,4.35
Oregon,CAUTI,2017,,General,36,267,261.54,1.021,28,14.29
Oregon,MRSA,2017,,General,35,69,90.061,0.766,19,5.263157895
Oregon,CAUTI,2017,,REHAB,8,7,4.05,1.728,,
Oregon,CDI,2017,,REHAB,8,5,16.263,0.307,6,
Oregon,MRSA,2017,,REHAB,8,0,0.6262,,,
Oregon,CLABSI,2017,,REHAB,6,0,0.398,,,
Oregon,CLABSI,2017,,LTAC,1,,,,,
Oregon,MRSA,2017,,LTAC,1,,,,,
Oregon,CDI,2017,,LTAC,1,,,,,
Oregon,CAUTI,2017,,LTAC,1,,,,,
Pennsylvania,VAE,2017,,General,142,2115,2268.924618,0.932,107,20
Pennsylvania,COLON,2017,,General,150,343,420.7177131,0.815,88,3
Pennsylvania,HYST,2017,,General,136,77,81.41515419,0.946,21,10
Pennsylvania,VAE,2017,,LTAC,22,69,67.17760298,1.027,15,20
Pennsylvania,CLABSI,2017,,General,166,1040,1318.72,0.789,110,5.45
Pennsylvania,CDI,2017,,General,174,4125,5037.354,0.819,154,9.090909091
Pennsylvania,CAUTI,2017,,General,180,1245,1459.87,0.853,122,4.92
Pennsylvania,CDI,2017,,REHAB,81,263,302.289,0.87,59,5.084745763
Pennsylvania,CLABSI,2017,,LTAC,22,91,86.482,1.052,22,0
Pennsylvania,MRSA,2017,,General,172,358,460.659,0.777,93,2.150537634
Pennsylvania,CAUTI,2017,,LTAC,22,96,80.581,1.191,22,27.27
Pennsylvania,CLABSI,2017,,REHAB,80,24,22.293,1.077,4,
Pennsylvania,CDI,2017,,LTAC,22,228,192.434,1.185,22,0
Pennsylvania,CAUTI,2017,,REHAB,81,105,76.446,1.374,24,8.33
Pennsylvania,MRSA,2017,,REHAB,81,6,12.7462,0.471,,
Pennsylvania,MRSA,2017,,LTAC,22,44,27.401,1.606,16,9.090909091
Puerto Rico,VAE,2017,,General,9,51,65.34729356,0.78,8,
Puerto Rico,VAE,2017,,LTAC,0,,,,,
Puerto Rico,HYST,2017,,General,1,,,,,
Puerto Rico,COLON,2017,,General,3,,,,,
Puerto Rico,CAUTI,2017,,General,13,88,115.44,0.762,11,18.18
Puerto Rico,CLABSI,2017,,General,12,87,67.48,1.289,10,30
Puerto Rico,CAUTI,2017,,REHAB,5,6,3.149,1.905,1,
Puerto Rico,CAUTI,2017,,LTAC,,,,,,
Puerto Rico,MRSA,2017,,LTAC,0,,,,,
Puerto Rico,CDI,2017,,LTAC,0,,,,,
Puerto Rico,CLABSI,2017,,LTAC,1,,,,,
Puerto Rico,MRSA,2017,,General,2,,,,,
Puerto Rico,CDI,2017,,General,4,,,,,
Puerto Rico,MRSA,2017,,REHAB,4,,,,,
Puerto Rico,CDI,2017,,REHAB,4,,,,,
Puerto Rico,CLABSI,2017,,REHAB,,,,,,
Rhode Island,CDI,2017,,General,11,363,360.259,1.008,11,36.36363636
Rhode Island,CDI,2017,,REHAB,6,11,10.386,1.059,6,
Rhode Island,CLABSI,2017,,General,11,83,77.81,1.067,9,
Rhode Island,CAUTI,2017,,General,11,104,77.85,1.336,8,
Rhode Island,CAUTI,2017,,REHAB,6,2,2.551,0.784,,
Rhode Island,MRSA,2017,,General,11,16,29.593,0.541,6,
Rhode Island,MRSA,2017,,REHAB,6,0,0.4323,,,
Rhode Island,CLABSI,2017,,REHAB,5,0,0.923,,,
Rhode Island,CLABSI,2017,,LTAC,1,,,,,
Rhode Island,MRSA,2017,,LTAC,1,,,,,
Rhode Island,CDI,2017,,LTAC,1,,,,,
Rhode Island,CAUTI,2017,,LTAC,1,,,,,
Rhode Island,HYST,2017,,General,10,12,7.538740569,1.592,1,
Rhode Island,VAE,2017,,General,9,104,105.8601822,0.982,8,
Rhode Island,COLON,2017,,General,11,40,24.92810422,1.605,6,
Rhode Island,VAE,2017,,LTAC,1,,,,,
South Carolina,VAE,2017,,LTAC,6,26,28.29213136,0.919,6,
South Carolina,VAE,2017,,General,52,792,715.2498501,1.107,35,17
South Carolina,COLON,2017,,General,53,112,111.3345034,1.006,24,8
South Carolina,HYST,2017,,General,50,31,35.6021033,0.871,12,0
South Carolina,VAE,2017,,General,6,18,28.65544924,0.628,2,
South Carolina,VAE,2017,,LTAC,1,,,,,
South Carolina,CDI,2017,,LTAC,6,38,64.308,0.591,6,
South Carolina,CDI,2017,,General,62,1291,1593.42,0.81,56,10.71428571
South Carolina,CAUTI,2017,,General,60,382,437.17,0.874,40,10
South Carolina,CDI,2017,,REHAB,19,47,72.035,0.652,16,6.25
South Carolina,MRSA,2017,,General,62,156,170.037,0.917,27,11.11111111
South Carolina,CLABSI,2017,,General,59,332,393.38,0.844,31,12.9
South Carolina,CAUTI,2017,,LTAC,6,36,36.614,0.983,6,
South Carolina,MRSA,2017,,REHAB,19,4,3.3421,1.197,,
South Carolina,CLABSI,2017,,LTAC,6,28,35.641,0.786,6,
South Carolina,MRSA,2017,,LTAC,6,8,9.12,0.877,6,
South Carolina,CAUTI,2017,,REHAB,18,18,12.944,1.391,5,
South Carolina,CLABSI,2017,,REHAB,18,7,4.963,1.411,,
South Dakota,CDI,2017,,General,21,214,298.589,0.717,11,0
South Dakota,CAUTI,2017,,General,20,66,66.92,0.986,5,
South Dakota,CLABSI,2017,,General,16,44,65.07,0.676,4,
South Dakota,MRSA,2017,,General,21,13,25.161,0.517,3,
South Dakota,CLABSI,2017,,LTAC,1,,,,,
South Dakota,MRSA,2017,,LTAC,1,,,,,
South Dakota,CDI,2017,,LTAC,1,,,,,
South Dakota,CAUTI,2017,,LTAC,1,,,,,
South Dakota,MRSA,2017,,REHAB,3,,,,,
South Dakota,CDI,2017,,REHAB,3,,,,,
South Dakota,CAUTI,2017,,REHAB,3,,,,,
South Dakota,CLABSI,2017,,REHAB,3,,,,,
Tennessee,MRSA,2017,,General,109,290,266.257,1.089,45,13.33333333
Tennessee,CAUTI,2017,,General,105,603,776.11,0.777,69,5.8
Tennessee,CDI,2017,,General,109,2072,2512.146,0.825,94,12.76595745
Tennessee,CAUTI,2017,,REHAB,33,30,25.771,1.164,8,
Tennessee,CLABSI,2017,,General,104,547,761.97,0.718,62,4.84
Tennessee,CAUTI,2017,,LTAC,9,48,53.06,0.905,9,
Tennessee,CDI,2017,,LTAC,9,70,112.493,0.622,9,
Tennessee,CDI,2017,,REHAB,33,76,105.487,0.72,25,4
Tennessee,CLABSI,2017,,LTAC,9,49,54.666,0.896,9,
Tennessee,MRSA,2017,,REHAB,33,14,4.6465,3.013,,
Tennessee,MRSA,2017,,LTAC,9,27,20.625,1.309,8,
Tennessee,CLABSI,2017,,REHAB,14,9,3.384,2.66,,
Tennessee,VAE,2017,,LTAC,9,33,64.08245556,0.515,8,
Tennessee,HYST,2017,,General,78,60,55.51884249,1.081,16,6
Tennessee,VAE,2017,,General,52,737,725.7147141,1.016,34,24
Tennessee,COLON,2017,,General,86,177,216.5310223,0.817,44,7
Texas,CDI,2017,,REHAB,138,384,491.487,0.781,126,7.142857143
Texas,CDI,2017,,General,363,6115,8155.255,0.75,265,10.56603774
Texas,CLABSI,2017,,General,335,1831,2100.93,0.872,202,12.87
Texas,CLABSI,2017,,LTAC,80,430,520.512,0.826,76,0
