Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
All classes,2017,Iowa,Combined Ages,Combined Gender,946
All classes,2017,Kansas,Combined Ages,Combined Gender,931
All classes,2017,Kentucky,Combined Ages,Combined Gender,1239
All classes,2017,Louisiana,Combined Ages,Combined Gender,1204
All classes,2017,Maine,Combined Ages,Combined Gender,698
All classes,2017,Maryland,Combined Ages,Combined Gender,764
All classes,2017,Massachusetts,Combined Ages,Combined Gender,748
All classes,2017,Michigan,Combined Ages,Combined Gender,885
All classes,2017,Minnesota,Combined Ages,Combined Gender,658
All classes,2017,Mississippi,Combined Ages,Combined Gender,1222
All classes,2017,Missouri,Combined Ages,Combined Gender,890
All classes,2017,Montana,Combined Ages,Combined Gender,617
All classes,2017,Nebraska,Combined Ages,Combined Gender,986
All classes,2017,Nevada,Combined Ages,Combined Gender,711
All classes,2017,New Hampshire,Combined Ages,Combined Gender,724
All classes,2017,New Jersey,Combined Ages,Combined Gender,891
All classes,2017,New Mexico,Combined Ages,Combined Gender,681
All classes,2017,New York,Combined Ages,Combined Gender,899
All classes,2017,North Carolina,Combined Ages,Combined Gender,844
All classes,2017,North Dakota,Combined Ages,Combined Gender,768
All classes,2017,Ohio,Combined Ages,Combined Gender,945
All classes,2017,Oklahoma,Combined Ages,Combined Gender,901
All classes,2017,Oregon,Combined Ages,Combined Gender,520
All classes,2017,Pennsylvania,Combined Ages,Combined Gender,879
All classes,2017,Rhode Island,Combined Ages,Combined Gender,883
All classes,2017,South Carolina,Combined Ages,Combined Gender,929
All classes,2017,South Dakota,Combined Ages,Combined Gender,862
All classes,2017,Tennessee,Combined Ages,Combined Gender,1142
All classes,2017,Texas,Combined Ages,Combined Gender,852
All classes,2017,Utah,Combined Ages,Combined Gender,725
All classes,2017,Vermont,Combined Ages,Combined Gender,645
All classes,2017,Virginia,Combined Ages,Combined Gender,784
All classes,2017,Washington,Combined Ages,Combined Gender,560
All classes,2017,West Virginia,Combined Ages,Combined Gender,1254
All classes,2017,Wisconsin,Combined Ages,Combined Gender,703
All classes,2017,Wyoming,Combined Ages,Combined Gender,770
All other,2017,Alabama,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Alaska,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Arizona,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Arkansas,Combined Ages,Combined Gender,Insufficient Data
All other,2017,California,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Colorado,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Connecticut,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Delaware,Combined Ages,Combined Gender,Insufficient Data
All other,2017,District Of Columbia,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Florida,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Georgia,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Hawaii,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Idaho,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Illinois,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Indiana,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Iowa,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Kansas,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Louisiana,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Maine,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Maryland,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Massachusetts,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Michigan,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Minnesota,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Mississippi,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Missouri,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Montana,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Nebraska,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Nevada,Combined Ages,Combined Gender,Insufficient Data
All other,2017,New Hampshire,Combined Ages,Combined Gender,Insufficient Data
All other,2017,New Jersey,Combined Ages,Combined Gender,Insufficient Data
All other,2017,New Mexico,Combined Ages,Combined Gender,Insufficient Data
All other,2017,New York,Combined Ages,Combined Gender,Insufficient Data
All other,2017,North Carolina,Combined Ages,Combined Gender,Insufficient Data
All other,2017,North Dakota,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Ohio,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Oklahoma,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Oregon,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Pennsylvania,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Rhode Island,Combined Ages,Combined Gender,Insufficient Data
All other,2017,South Carolina,Combined Ages,Combined Gender,Insufficient Data
All other,2017,South Dakota,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Tennessee,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Texas,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Utah,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Vermont,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Virginia,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Washington,Combined Ages,Combined Gender,Insufficient Data
All other,2017,West Virginia,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Wisconsin,Combined Ages,Combined Gender,Insufficient Data
All other,2017,Wyoming,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2017,Alabama,Combined Ages,Combined Gender,189
Cephalosporins,2017,Alaska,Combined Ages,Combined Gender,63
Cephalosporins,2017,Arizona,Combined Ages,Combined Gender,106
Cephalosporins,2017,Arkansas,Combined Ages,Combined Gender,176
Cephalosporins,2017,California,Combined Ages,Combined Gender,74
Cephalosporins,2017,Colorado,Combined Ages,Combined Gender,80
Cephalosporins,2017,Connecticut,Combined Ages,Combined Gender,111
Cephalosporins,2017,Delaware,Combined Ages,Combined Gender,123
Cephalosporins,2017,District Of Columbia,Combined Ages,Combined Gender,104
Cephalosporins,2017,Florida,Combined Ages,Combined Gender,103
Cephalosporins,2017,Georgia,Combined Ages,Combined Gender,118
Cephalosporins,2017,Hawaii,Combined Ages,Combined Gender,79
Cephalosporins,2017,Idaho,Combined Ages,Combined Gender,104
Cephalosporins,2017,Illinois,Combined Ages,Combined Gender,102
Cephalosporins,2017,Indiana,Combined Ages,Combined Gender,167
Cephalosporins,2017,Iowa,Combined Ages,Combined Gender,162
Cephalosporins,2017,Kansas,Combined Ages,Combined Gender,150
Cephalosporins,2017,Kentucky,Combined Ages,Combined Gender,207
Cephalosporins,2017,Louisiana,Combined Ages,Combined Gender,154
Cephalosporins,2017,Maine,Combined Ages,Combined Gender,82
Cephalosporins,2017,Maryland,Combined Ages,Combined Gender,93
Cephalosporins,2017,Massachusetts,Combined Ages,Combined Gender,88
Cephalosporins,2017,Michigan,Combined Ages,Combined Gender,127
Cephalosporins,2017,Minnesota,Combined Ages,Combined Gender,97
Cephalosporins,2017,Mississippi,Combined Ages,Combined Gender,179
Cephalosporins,2017,Missouri,Combined Ages,Combined Gender,131
Cephalosporins,2017,Montana,Combined Ages,Combined Gender,84
Cephalosporins,2017,Nebraska,Combined Ages,Combined Gender,165
Cephalosporins,2017,Nevada,Combined Ages,Combined Gender,91
Cephalosporins,2017,New Hampshire,Combined Ages,Combined Gender,92
Cephalosporins,2017,New Jersey,Combined Ages,Combined Gender,110
Cephalosporins,2017,New Mexico,Combined Ages,Combined Gender,93
Cephalosporins,2017,New York,Combined Ages,Combined Gender,113
Cephalosporins,2017,North Carolina,Combined Ages,Combined Gender,121
Cephalosporins,2017,North Dakota,Combined Ages,Combined Gender,123
Cephalosporins,2017,Ohio,Combined Ages,Combined Gender,131
Cephalosporins,2017,Oklahoma,Combined Ages,Combined Gender,144
Cephalosporins,2017,Oregon,Combined Ages,Combined Gender,72
Cephalosporins,2017,Pennsylvania,Combined Ages,Combined Gender,117
Cephalosporins,2017,Rhode Island,Combined Ages,Combined Gender,104
Cephalosporins,2017,South Carolina,Combined Ages,Combined Gender,130
Cephalosporins,2017,South Dakota,Combined Ages,Combined Gender,150
Cephalosporins,2017,Tennessee,Combined Ages,Combined Gender,176
Cephalosporins,2017,Texas,Combined Ages,Combined Gender,124
Cephalosporins,2017,Utah,Combined Ages,Combined Gender,117
Cephalosporins,2017,Vermont,Combined Ages,Combined Gender,84
Cephalosporins,2017,Virginia,Combined Ages,Combined Gender,120
Cephalosporins,2017,Washington,Combined Ages,Combined Gender,80
Cephalosporins,2017,West Virginia,Combined Ages,Combined Gender,216
Cephalosporins,2017,Wisconsin,Combined Ages,Combined Gender,93
Cephalosporins,2017,Wyoming,Combined Ages,Combined Gender,120
Fluoroquinolones,2017,Alabama,Combined Ages,Combined Gender,123
Fluoroquinolones,2017,Alaska,Combined Ages,Combined Gender,42
Fluoroquinolones,2017,Arizona,Combined Ages,Combined Gender,70
Fluoroquinolones,2017,Arkansas,Combined Ages,Combined Gender,109
Fluoroquinolones,2017,California,Combined Ages,Combined Gender,56
Fluoroquinolones,2017,Colorado,Combined Ages,Combined Gender,42
Fluoroquinolones,2017,Connecticut,Combined Ages,Combined Gender,72
Fluoroquinolones,2017,Delaware,Combined Ages,Combined Gender,81
Fluoroquinolones,2017,District Of Columbia,Combined Ages,Combined Gender,91
Fluoroquinolones,2017,Florida,Combined Ages,Combined Gender,102
Fluoroquinolones,2017,Georgia,Combined Ages,Combined Gender,85
Fluoroquinolones,2017,Hawaii,Combined Ages,Combined Gender,64
Fluoroquinolones,2017,Idaho,Combined Ages,Combined Gender,53
Fluoroquinolones,2017,Illinois,Combined Ages,Combined Gender,72
Fluoroquinolones,2017,Indiana,Combined Ages,Combined Gender,83
Fluoroquinolones,2017,Iowa,Combined Ages,Combined Gender,84
Fluoroquinolones,2017,Kansas,Combined Ages,Combined Gender,85
Fluoroquinolones,2017,Kentucky,Combined Ages,Combined Gender,117
Fluoroquinolones,2017,Louisiana,Combined Ages,Combined Gender,115
Fluoroquinolones,2017,Maine,Combined Ages,Combined Gender,61
Fluoroquinolones,2017,Maryland,Combined Ages,Combined Gender,70
Fluoroquinolones,2017,Massachusetts,Combined Ages,Combined Gender,62
Fluoroquinolones,2017,Michigan,Combined Ages,Combined Gender,79
Fluoroquinolones,2017,Minnesota,Combined Ages,Combined Gender,52
Fluoroquinolones,2017,Mississippi,Combined Ages,Combined Gender,120
Fluoroquinolones,2017,Missouri,Combined Ages,Combined Gender,86
Fluoroquinolones,2017,Montana,Combined Ages,Combined Gender,52
Fluoroquinolones,2017,Nebraska,Combined Ages,Combined Gender,91
Fluoroquinolones,2017,Nevada,Combined Ages,Combined Gender,71
Fluoroquinolones,2017,New Hampshire,Combined Ages,Combined Gender,54
Fluoroquinolones,2017,New Jersey,Combined Ages,Combined Gender,85
Fluoroquinolones,2017,New Mexico,Combined Ages,Combined Gender,57
Fluoroquinolones,2017,New York,Combined Ages,Combined Gender,89
Fluoroquinolones,2017,North Carolina,Combined Ages,Combined Gender,83
Fluoroquinolones,2017,North Dakota,Combined Ages,Combined Gender,79
Fluoroquinolones,2017,Ohio,Combined Ages,Combined Gender,87
Fluoroquinolones,2017,Oklahoma,Combined Ages,Combined Gender,83
Fluoroquinolones,2017,Oregon,Combined Ages,Combined Gender,45
Fluoroquinolones,2017,Pennsylvania,Combined Ages,Combined Gender,80
Fluoroquinolones,2017,Rhode Island,Combined Ages,Combined Gender,85
Fluoroquinolones,2017,South Carolina,Combined Ages,Combined Gender,96
Fluoroquinolones,2017,South Dakota,Combined Ages,Combined Gender,70
Fluoroquinolones,2017,Tennessee,Combined Ages,Combined Gender,113
Fluoroquinolones,2017,Texas,Combined Ages,Combined Gender,82
Fluoroquinolones,2017,Utah,Combined Ages,Combined Gender,52
Fluoroquinolones,2017,Vermont,Combined Ages,Combined Gender,50
Fluoroquinolones,2017,Virginia,Combined Ages,Combined Gender,70
Fluoroquinolones,2017,Washington,Combined Ages,Combined Gender,42
Fluoroquinolones,2017,West Virginia,Combined Ages,Combined Gender,117
Fluoroquinolones,2017,Wisconsin,Combined Ages,Combined Gender,56
Fluoroquinolones,2017,Wyoming,Combined Ages,Combined Gender,56
Macrolides,2017,Alabama,Combined Ages,Combined Gender,207
Macrolides,2017,Alaska,Combined Ages,Combined Gender,93
Macrolides,2017,Arizona,Combined Ages,Combined Gender,127
Macrolides,2017,Arkansas,Combined Ages,Combined Gender,189
Macrolides,2017,California,Combined Ages,Combined Gender,106
Macrolides,2017,Colorado,Combined Ages,Combined Gender,89
Macrolides,2017,Connecticut,Combined Ages,Combined Gender,149
Macrolides,2017,Delaware,Combined Ages,Combined Gender,146
Macrolides,2017,District Of Columbia,Combined Ages,Combined Gender,146
Macrolides,2017,Florida,Combined Ages,Combined Gender,145
Macrolides,2017,Georgia,Combined Ages,Combined Gender,142
Macrolides,2017,Hawaii,Combined Ages,Combined Gender,124
Macrolides,2017,Idaho,Combined Ages,Combined Gender,107
Macrolides,2017,Illinois,Combined Ages,Combined Gender,146
Macrolides,2017,Indiana,Combined Ages,Combined Gender,148
Macrolides,2017,Iowa,Combined Ages,Combined Gender,162
Macrolides,2017,Kansas,Combined Ages,Combined Gender,146
Macrolides,2017,Kentucky,Combined Ages,Combined Gender,209
Macrolides,2017,Louisiana,Combined Ages,Combined Gender,223
Macrolides,2017,Maine,Combined Ages,Combined Gender,121
Macrolides,2017,Maryland,Combined Ages,Combined Gender,131
Macrolides,2017,Massachusetts,Combined Ages,Combined Gender,121
Macrolides,2017,Michigan,Combined Ages,Combined Gender,158
Macrolides,2017,Minnesota,Combined Ages,Combined Gender,104
Macrolides,2017,Mississippi,Combined Ages,Combined Gender,234
Macrolides,2017,Missouri,Combined Ages,Combined Gender,141
Macrolides,2017,Montana,Combined Ages,Combined Gender,102
Macrolides,2017,Nebraska,Combined Ages,Combined Gender,143
Macrolides,2017,Nevada,Combined Ages,Combined Gender,129
Macrolides,2017,New Hampshire,Combined Ages,Combined Gender,111
Macrolides,2017,New Jersey,Combined Ages,Combined Gender,181
Macrolides,2017,New Mexico,Combined Ages,Combined Gender,119
Macrolides,2017,New York,Combined Ages,Combined Gender,168
Macrolides,2017,North Carolina,Combined Ages,Combined Gender,129
Macrolides,2017,North Dakota,Combined Ages,Combined Gender,122
Macrolides,2017,Ohio,Combined Ages,Combined Gender,154
Macrolides,2017,Oklahoma,Combined Ages,Combined Gender,156
Macrolides,2017,Oregon,Combined Ages,Combined Gender,77
Macrolides,2017,Pennsylvania,Combined Ages,Combined Gender,148
Macrolides,2017,Rhode Island,Combined Ages,Combined Gender,168
Macrolides,2017,South Carolina,Combined Ages,Combined Gender,153
Macrolides,2017,South Dakota,Combined Ages,Combined Gender,139
Macrolides,2017,Tennessee,Combined Ages,Combined Gender,187
Macrolides,2017,Texas,Combined Ages,Combined Gender,152
Macrolides,2017,Utah,Combined Ages,Combined Gender,105
Macrolides,2017,Vermont,Combined Ages,Combined Gender,106
Macrolides,2017,Virginia,Combined Ages,Combined Gender,128
Macrolides,2017,Washington,Combined Ages,Combined Gender,87
Macrolides,2017,West Virginia,Combined Ages,Combined Gender,195
Macrolides,2017,Wisconsin,Combined Ages,Combined Gender,107
Macrolides,2017,Wyoming,Combined Ages,Combined Gender,136
Penicillins,2017,Alabama,Combined Ages,Combined Gender,242
Penicillins,2017,Alaska,Combined Ages,Combined Gender,110
Penicillins,2017,Arizona,Combined Ages,Combined Gender,161
Penicillins,2017,Arkansas,Combined Ages,Combined Gender,240
Penicillins,2017,California,Combined Ages,Combined Gender,141
