Phenotype,UnitedStates,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
P. aeruginosa R to ES cephalosporins,National,CLABSI,2011,65+,300,53,17.7,13.6,22.2
P. aeruginosa R to ES cephalosporins,National,CLABSI,2011,All Ages,818,137,16.7,14.3,19.4
P. aeruginosa R to ES cephalosporins,National,CLABSI,2012,<1,80,3,3.8,0.9,9.8
P. aeruginosa R to ES cephalosporins,National,CLABSI,2012, 1-18,57,1,1.8,0,8.3
P. aeruginosa R to ES cephalosporins,National,CLABSI,2012,19-64,367,55,15,11.6,18.9
P. aeruginosa R to ES cephalosporins,National,CLABSI,2012,65+,331,45,13.6,10.2,17.6
P. aeruginosa R to ES cephalosporins,National,CLABSI,2012,All Ages,835,104,12.5,10.3,14.8
P. aeruginosa R to ES cephalosporins,National,CLABSI,2013,<1,68,3,4.4,1.1,11.5
P. aeruginosa R to ES cephalosporins,National,CLABSI,2013, 1-18,51,12,23.5,13.4,36.5
P. aeruginosa R to ES cephalosporins,National,CLABSI,2013,19-64,473,76,16.1,12.9,19.5
P. aeruginosa R to ES cephalosporins,National,CLABSI,2013,65+,425,71,16.7,13.3,20.4
P. aeruginosa R to ES cephalosporins,National,CLABSI,2013,All Ages,1017,162,15.9,13.7,18.2
P. aeruginosa R to ES cephalosporins,National,CLABSI,2014,<1,68,6,8.8,3.6,17.4
P. aeruginosa R to ES cephalosporins,National,CLABSI,2014, 1-18,59,9,15.3,7.7,26.1
P. aeruginosa R to ES cephalosporins,National,CLABSI,2014,19-64,452,77,17,13.7,20.7
P. aeruginosa R to ES cephalosporins,National,CLABSI,2014,65+,363,45,12.4,9.2,16
P. aeruginosa R to ES cephalosporins,National,CLABSI,2014,All Ages,942,137,14.5,12.4,16.9
P. aeruginosa R to ES cephalosporins,National,CLABSI,All Years,<1,285,21,7.4,4.7,10.8
P. aeruginosa R to ES cephalosporins,National,CLABSI,All Years, 1-18,215,28,13,9,18
P. aeruginosa R to ES cephalosporins,National,CLABSI,All Years,19-64,1693,277,16.4,14.6,18.1
P. aeruginosa R to ES cephalosporins,National,CLABSI,All Years,65+,1419,214,15.1,13.2,17
P. aeruginosa R to ES cephalosporins,National,CLABSI,All Years,All Ages,3612,540,15,13.8,16.1
P. aeruginosa R to ES cephalosporins,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to ES cephalosporins,National,SSI,2011, 1-18,30,4,13.3,4.3,29.1
P. aeruginosa R to ES cephalosporins,National,SSI,2011,19-64,429,21,4.9,3.1,7.2
P. aeruginosa R to ES cephalosporins,National,SSI,2011,65+,512,39,7.6,5.5,10.1
P. aeruginosa R to ES cephalosporins,National,SSI,2011,All Ages,978,64,6.5,5.1,8.2
P. aeruginosa R to ES cephalosporins,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to ES cephalosporins,National,SSI,2012, 1-18,54,4,7.4,2.3,16.9
P. aeruginosa R to ES cephalosporins,National,SSI,2012,19-64,1017,50,4.9,3.7,6.3
P. aeruginosa R to ES cephalosporins,National,SSI,2012,65+,1064,54,5.1,3.8,6.5
P. aeruginosa R to ES cephalosporins,National,SSI,2012,All Ages,2140,108,5,4.1,6
P. aeruginosa R to ES cephalosporins,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to ES cephalosporins,National,SSI,2013, 1-18,51,3,5.9,1.5,15.1
P. aeruginosa R to ES cephalosporins,National,SSI,2013,19-64,1105,60,5.4,4.2,6.8
P. aeruginosa R to ES cephalosporins,National,SSI,2013,65+,1209,57,4.7,3.6,6
P. aeruginosa R to ES cephalosporins,National,SSI,2013,All Ages,2371,120,5.1,4.2,5.9
P. aeruginosa R to ES cephalosporins,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to ES cephalosporins,National,SSI,2014, 1-18,72,3,4.2,1,10.9
P. aeruginosa R to ES cephalosporins,National,SSI,2014,19-64,1165,49,4.2,3.1,5.4
P. aeruginosa R to ES cephalosporins,National,SSI,2014,65+,1214,54,4.4,3.3,5.7
P. aeruginosa R to ES cephalosporins,National,SSI,2014,All Ages,2461,107,4.3,3.5,5.2
P. aeruginosa R to ES cephalosporins,National,SSI,All Years,<1,28,1,3.6,0.1,16.3
P. aeruginosa R to ES cephalosporins,National,SSI,All Years, 1-18,207,14,6.8,3.9,10.8
P. aeruginosa R to ES cephalosporins,National,SSI,All Years,19-64,3716,180,4.8,4.1,5.5
P. aeruginosa R to ES cephalosporins,National,SSI,All Years,65+,3999,204,5.1,4.4,5.8
P. aeruginosa R to ES cephalosporins,National,SSI,All Years,All Ages,7950,399,5,4.5,5.5
P. aeruginosa R to fluroquinolones,National,All HAIs,2011,<1,84,2,2.4,0.4,7.6
P. aeruginosa R to fluroquinolones,National,All HAIs,2011, 1-18,104,9,8.7,4.3,15.2
P. aeruginosa R to fluroquinolones,National,All HAIs,2011,19-64,1672,423,25.3,23.2,27.4
P. aeruginosa R to fluroquinolones,National,All HAIs,2011,65+,1928,456,23.7,21.7,25.5
P. aeruginosa R to fluroquinolones,National,All HAIs,2011,All Ages,3788,890,23.5,22.1,24.8
P. aeruginosa R to fluroquinolones,National,All HAIs,2012,<1,93,6,6.5,2.6,12.9
P. aeruginosa R to fluroquinolones,National,All HAIs,2012, 1-18,179,12,6.7,3.6,11.1
P. aeruginosa R to fluroquinolones,National,All HAIs,2012,19-64,3123,715,22.9,21.4,24.3
P. aeruginosa R to fluroquinolones,National,All HAIs,2012,65+,3757,752,20,18.7,21.3
P. aeruginosa R to fluroquinolones,National,All HAIs,2012,All Ages,7152,1485,20.8,19.8,21.7
P. aeruginosa R to fluroquinolones,National,All HAIs,2013,<1,89,4,4.5,1.4,10.4
P. aeruginosa R to fluroquinolones,National,All HAIs,2013, 1-18,167,20,12,7.6,17.5
P. aeruginosa R to fluroquinolones,National,All HAIs,2013,19-64,3544,863,24.4,22.9,25.7
P. aeruginosa R to fluroquinolones,National,All HAIs,2013,65+,4239,905,21.3,20.1,22.6
P. aeruginosa R to fluroquinolones,National,All HAIs,2013,All Ages,8039,1792,22.3,21.3,23.2
P. aeruginosa R to fluroquinolones,National,All HAIs,2014,<1,90,6,6.7,2.7,13.3
P. aeruginosa R to fluroquinolones,National,All HAIs,2014, 1-18,207,14,6.8,3.9,10.8
P. aeruginosa R to fluroquinolones,National,All HAIs,2014,19-64,3581,821,22.9,21.5,24.3
P. aeruginosa R to fluroquinolones,National,All HAIs,2014,65+,4040,800,19.8,18.5,21
P. aeruginosa R to fluroquinolones,National,All HAIs,2014,All Ages,7918,1641,20.7,19.8,21.6
P. aeruginosa R to fluroquinolones,National,All HAIs,All Years,<1,356,18,5.1,3.1,7.7
P. aeruginosa R to fluroquinolones,National,All HAIs,All Years, 1-18,657,55,8.4,6.4,10.6
P. aeruginosa R to fluroquinolones,National,All HAIs,All Years,19-64,11920,2822,23.7,22.9,24.4
P. aeruginosa R to fluroquinolones,National,All HAIs,All Years,65+,13964,2913,20.9,20.1,21.5
P. aeruginosa R to fluroquinolones,National,All HAIs,All Years,All Ages,26897,5808,21.6,21.1,22
P. aeruginosa R to fluroquinolones,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to fluroquinolones,National,CAUTI,2011, 1-18,32,4,12.5,4.1,27.4
P. aeruginosa R to fluroquinolones,National,CAUTI,2011,19-64,817,271,33.2,30,36.4
P. aeruginosa R to fluroquinolones,National,CAUTI,2011,65+,1096,296,27,24.4,29.6
P. aeruginosa R to fluroquinolones,National,CAUTI,2011,All Ages,1954,572,29.3,27.2,31.3
P. aeruginosa R to fluroquinolones,National,CAUTI,2012,<1,23,6,26.1,11.3,46.5
P. aeruginosa R to fluroquinolones,National,CAUTI,2012, 1-18,78,6,7.7,3.1,15.3
P. aeruginosa R to fluroquinolones,National,CAUTI,2012,19-64,1725,551,31.9,29.7,34.1
P. aeruginosa R to fluroquinolones,National,CAUTI,2012,65+,2351,529,22.5,20.8,24.2
P. aeruginosa R to fluroquinolones,National,CAUTI,2012,All Ages,4177,1092,26.1,24.8,27.4
P. aeruginosa R to fluroquinolones,National,CAUTI,2013,<1,30,3,10,2.6,24.8
P. aeruginosa R to fluroquinolones,National,CAUTI,2013, 1-18,72,14,19.4,11.5,29.7
P. aeruginosa R to fluroquinolones,National,CAUTI,2013,19-64,1980,629,31.8,29.7,33.8
P. aeruginosa R to fluroquinolones,National,CAUTI,2013,65+,2590,675,26.1,24.3,27.7
P. aeruginosa R to fluroquinolones,National,CAUTI,2013,All Ages,4672,1321,28.3,26.9,29.5
P. aeruginosa R to fluroquinolones,National,CAUTI,2014,<1,20,1,5,0.2,22.2
P. aeruginosa R to fluroquinolones,National,CAUTI,2014, 1-18,84,8,9.5,4.5,17.2
P. aeruginosa R to fluroquinolones,National,CAUTI,2014,19-64,1950,612,31.4,29.3,33.4
P. aeruginosa R to fluroquinolones,National,CAUTI,2014,65+,2447,596,24.4,22.6,26
P. aeruginosa R to fluroquinolones,National,CAUTI,2014,All Ages,4501,1217,27,25.7,28.3
P. aeruginosa R to fluroquinolones,National,CAUTI,All Years,<1,82,11,13.4,7.2,22.1
P. aeruginosa R to fluroquinolones,National,CAUTI,All Years, 1-18,266,32,12,8.5,16.3
P. aeruginosa R to fluroquinolones,National,CAUTI,All Years,19-64,6472,2063,31.9,30.7,33
P. aeruginosa R to fluroquinolones,National,CAUTI,All Years,65+,8484,2096,24.7,23.7,25.6
P. aeruginosa R to fluroquinolones,National,CAUTI,All Years,All Ages,15304,4202,27.5,26.7,28.1
P. aeruginosa R to fluroquinolones,National,CLABSI,2011,<1,68,1,1.5,0,7
P. aeruginosa R to fluroquinolones,National,CLABSI,2011, 1-18,46,4,8.7,2.8,19.6
P. aeruginosa R to fluroquinolones,National,CLABSI,2011,19-64,412,118,28.6,24.4,33.1
P. aeruginosa R to fluroquinolones,National,CLABSI,2011,65+,307,96,31.3,26.2,36.6
P. aeruginosa R to fluroquinolones,National,CLABSI,2011,All Ages,833,219,26.3,23.3,29.3
P. aeruginosa R to fluroquinolones,National,CLABSI,2012,<1,65,0,0,0,4.5
P. aeruginosa R to fluroquinolones,National,CLABSI,2012, 1-18,49,5,10.2,3.8,21.1
P. aeruginosa R to fluroquinolones,National,CLABSI,2012,19-64,376,89,23.7,19.5,28.1
P. aeruginosa R to fluroquinolones,National,CLABSI,2012,65+,325,93,28.6,23.8,33.7
P. aeruginosa R to fluroquinolones,National,CLABSI,2012,All Ages,815,187,22.9,20.1,25.9
P. aeruginosa R to fluroquinolones,National,CLABSI,2013,<1,56,1,1.8,0,8.4
P. aeruginosa R to fluroquinolones,National,CLABSI,2013, 1-18,46,4,8.7,2.8,19.6
P. aeruginosa R to fluroquinolones,National,CLABSI,2013,19-64,465,145,31.2,27,35.5
P. aeruginosa R to fluroquinolones,National,CLABSI,2013,65+,429,110,25.6,21.6,29.9
P. aeruginosa R to fluroquinolones,National,CLABSI,2013,All Ages,996,260,26.1,23.4,28.9
P. aeruginosa R to fluroquinolones,National,CLABSI,2014,<1,62,5,8.1,3,16.9
P. aeruginosa R to fluroquinolones,National,CLABSI,2014, 1-18,55,6,10.9,4.5,21.3
P. aeruginosa R to fluroquinolones,National,CLABSI,2014,19-64,455,128,28.1,24.1,32.3
P. aeruginosa R to fluroquinolones,National,CLABSI,2014,65+,365,88,24.1,19.9,28.6
P. aeruginosa R to fluroquinolones,National,CLABSI,2014,All Ages,937,227,24.2,21.5,27
P. aeruginosa R to fluroquinolones,National,CLABSI,All Years,<1,251,7,2.8,1.2,5.4
P. aeruginosa R to fluroquinolones,National,CLABSI,All Years, 1-18,196,19,9.7,6.1,14.4
P. aeruginosa R to fluroquinolones,National,CLABSI,All Years,19-64,1708,480,28.1,26,30.2
P. aeruginosa R to fluroquinolones,National,CLABSI,All Years,65+,1426,387,27.1,24.8,29.4
P. aeruginosa R to fluroquinolones,National,CLABSI,All Years,All Ages,3581,893,24.9,23.5,26.3
P. aeruginosa R to fluroquinolones,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to fluroquinolones,National,SSI,2011, 1-18,26,1,3.8,0.1,17.5
P. aeruginosa R to fluroquinolones,National,SSI,2011,19-64,443,34,7.7,5.4,10.4
P. aeruginosa R to fluroquinolones,National,SSI,2011,65+,525,64,12.2,9.5,15.2
P. aeruginosa R to fluroquinolones,National,SSI,2011,All Ages,1001,99,9.9,8.1,11.8
P. aeruginosa R to fluroquinolones,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to fluroquinolones,National,SSI,2012, 1-18,52,1,1.9,0,9.1
P. aeruginosa R to fluroquinolones,National,SSI,2012,19-64,1022,75,7.3,5.8,9
P. aeruginosa R to fluroquinolones,National,SSI,2012,65+,1081,130,12,10.1,14
P. aeruginosa R to fluroquinolones,National,SSI,2012,All Ages,2160,206,9.5,8.3,10.8
P. aeruginosa R to fluroquinolones,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to fluroquinolones,National,SSI,2013, 1-18,49,2,4.1,0.6,12.8
P. aeruginosa R to fluroquinolones,National,SSI,2013,19-64,1099,89,8.1,6.5,9.8
P. aeruginosa R to fluroquinolones,National,SSI,2013,65+,1220,120,9.8,8.2,11.6
P. aeruginosa R to fluroquinolones,National,SSI,2013,All Ages,2371,211,8.9,7.8,10
P. aeruginosa R to fluroquinolones,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to fluroquinolones,National,SSI,2014, 1-18,68,0,0,0,4.3
P. aeruginosa R to fluroquinolones,National,SSI,2014,19-64,1176,81,6.9,5.5,8.4
P. aeruginosa R to fluroquinolones,National,SSI,2014,65+,1228,116,9.4,7.9,11.1
P. aeruginosa R to fluroquinolones,National,SSI,2014,All Ages,2480,197,7.9,6.9,9
P. aeruginosa R to fluroquinolones,National,SSI,All Years,<1,23,0,0,0,12.2
P. aeruginosa R to fluroquinolones,National,SSI,All Years, 1-18,195,4,2.1,0.6,4.8
P. aeruginosa R to fluroquinolones,National,SSI,All Years,19-64,3740,279,7.5,6.6,8.3
P. aeruginosa R to fluroquinolones,National,SSI,All Years,65+,4054,430,10.6,9.6,11.5
P. aeruginosa R to fluroquinolones,National,SSI,All Years,All Ages,8012,713,8.9,8.2,9.5
P. aeruginosa R to pip/tazobactam,National,All HAIs,2011,<1,69,5,7.2,2.7,15.3
P. aeruginosa R to pip/tazobactam,National,All HAIs,2011, 1-18,96,10,10.4,5.4,17.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,2011,19-64,1381,189,13.7,11.9,15.5
P. aeruginosa R to pip/tazobactam,National,All HAIs,2011,65+,1546,192,12.4,10.8,14.1
P. aeruginosa R to pip/tazobactam,National,All HAIs,2011,All Ages,3092,396,12.8,11.6,14
P. aeruginosa R to pip/tazobactam,National,All HAIs,2012,<1,92,5,5.4,2,11.6
P. aeruginosa R to pip/tazobactam,National,All HAIs,2012, 1-18,160,7,4.4,1.9,8.4
P. aeruginosa R to pip/tazobactam,National,All HAIs,2012,19-64,2575,307,11.9,10.7,13.2
P. aeruginosa R to pip/tazobactam,National,All HAIs,2012,65+,2989,260,8.7,7.7,9.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,2012,All Ages,5816,579,10,9.2,10.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,2013,<1,93,5,5.4,1.9,11.5
P. aeruginosa R to pip/tazobactam,National,All HAIs,2013, 1-18,174,19,10.9,6.9,16.2
P. aeruginosa R to pip/tazobactam,National,All HAIs,2013,19-64,3263,346,10.6,9.5,11.6
P. aeruginosa R to pip/tazobactam,National,All HAIs,2013,65+,3819,369,9.7,8.7,10.6
P. aeruginosa R to pip/tazobactam,National,All HAIs,2013,All Ages,7349,739,10.1,9.3,10.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,2014,<1,95,6,6.3,2.5,12.6
P. aeruginosa R to pip/tazobactam,National,All HAIs,2014, 1-18,201,17,8.5,5.1,12.9
P. aeruginosa R to pip/tazobactam,National,All HAIs,2014,19-64,3345,344,10.3,9.2,11.3
P. aeruginosa R to pip/tazobactam,National,All HAIs,2014,65+,3764,297,7.9,7,8.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,2014,All Ages,7405,664,9,8.3,9.6
P. aeruginosa R to pip/tazobactam,National,All HAIs,All Years,<1,349,21,6,3.8,8.8
P. aeruginosa R to pip/tazobactam,National,All HAIs,All Years, 1-18,631,53,8.4,6.4,10.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,All Years,19-64,10564,1186,11.2,10.6,11.8
P. aeruginosa R to pip/tazobactam,National,All HAIs,All Years,65+,12118,1118,9.2,8.7,9.7
P. aeruginosa R to pip/tazobactam,National,All HAIs,All Years,All Ages,23662,2378,10,9.6,10.4
P. aeruginosa R to pip/tazobactam,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to pip/tazobactam,National,CAUTI,2011, 1-18,34,2,5.9,0.9,18.1
P. aeruginosa R to pip/tazobactam,National,CAUTI,2011,19-64,670,113,16.9,14.1,19.8
P. aeruginosa R to pip/tazobactam,National,CAUTI,2011,65+,853,104,12.2,10.1,14.5
P. aeruginosa R to pip/tazobactam,National,CAUTI,2011,All Ages,1565,220,14.1,12.4,15.8
P. aeruginosa R to pip/tazobactam,National,CAUTI,2012,<1,21,2,9.5,1.6,28
P. aeruginosa R to pip/tazobactam,National,CAUTI,2012, 1-18,67,4,6,1.9,13.7
P. aeruginosa R to pip/tazobactam,National,CAUTI,2012,19-64,1397,211,15.1,13.2,17
P. aeruginosa R to pip/tazobactam,National,CAUTI,2012,65+,1850,180,9.7,8.4,11.1
P. aeruginosa R to pip/tazobactam,National,CAUTI,2012,All Ages,3335,397,11.9,10.8,13
P. aeruginosa R to pip/tazobactam,National,CAUTI,2013,<1,29,3,10.3,2.6,25.6
P. aeruginosa R to pip/tazobactam,National,CAUTI,2013, 1-18,73,8,11,5.2,19.7
P. aeruginosa R to pip/tazobactam,National,CAUTI,2013,19-64,1795,234,13,11.5,14.6
P. aeruginosa R to pip/tazobactam,National,CAUTI,2013,65+,2311,265,11.5,10.2,12.8
P. aeruginosa R to pip/tazobactam,National,CAUTI,2013,All Ages,4208,510,12.1,11.1,13.1
P. aeruginosa R to pip/tazobactam,National,CAUTI,2014,<1,24,2,8.3,1.4,24.8
P. aeruginosa R to pip/tazobactam,National,CAUTI,2014, 1-18,81,4,4.9,1.5,11.4
P. aeruginosa R to pip/tazobactam,National,CAUTI,2014,19-64,1794,231,12.9,11.3,14.4
P. aeruginosa R to pip/tazobactam,National,CAUTI,2014,65+,2270,209,9.2,8,10.4
P. aeruginosa R to pip/tazobactam,National,CAUTI,2014,All Ages,4169,446,10.7,9.7,11.6
P. aeruginosa R to pip/tazobactam,National,CAUTI,All Years,<1,82,8,9.8,4.6,17.6
P. aeruginosa R to pip/tazobactam,National,CAUTI,All Years, 1-18,255,18,7.1,4.3,10.7
P. aeruginosa R to pip/tazobactam,National,CAUTI,All Years,19-64,5656,789,13.9,13,14.8
P. aeruginosa R to pip/tazobactam,National,CAUTI,All Years,65+,7284,758,10.4,9.7,11.1
P. aeruginosa R to pip/tazobactam,National,CAUTI,All Years,All Ages,13277,1573,11.8,11.3,12.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2011,<1,55,4,7.3,2.3,16.6
P. aeruginosa R to pip/tazobactam,National,CLABSI,2011, 1-18,40,5,12.5,4.7,25.5
P. aeruginosa R to pip/tazobactam,National,CLABSI,2011,19-64,351,67,19.1,15.2,23.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2011,65+,273,52,19,14.7,24
P. aeruginosa R to pip/tazobactam,National,CLABSI,2011,All Ages,719,128,17.8,15.1,20.7
P. aeruginosa R to pip/tazobactam,National,CLABSI,2012,<1,67,3,4.5,1.1,11.7
P. aeruginosa R to pip/tazobactam,National,CLABSI,2012, 1-18,53,2,3.8,0.6,11.9
P. aeruginosa R to pip/tazobactam,National,CLABSI,2012,19-64,322,49,15.2,11.6,19.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2012,65+,280,40,14.3,10.5,18.7
P. aeruginosa R to pip/tazobactam,National,CLABSI,2012,All Ages,722,94,13,10.7,15.6
P. aeruginosa R to pip/tazobactam,National,CLABSI,2013,<1,61,2,3.3,0.5,10.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2013, 1-18,50,10,20,10.6,32.7
P. aeruginosa R to pip/tazobactam,National,CLABSI,2013,19-64,437,64,14.6,11.5,18.1
P. aeruginosa R to pip/tazobactam,National,CLABSI,2013,65+,383,56,14.6,11.3,18.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2013,All Ages,931,132,14.2,12,16.5
P. aeruginosa R to pip/tazobactam,National,CLABSI,2014,<1,63,3,4.8,1.2,12.4
P. aeruginosa R to pip/tazobactam,National,CLABSI,2014, 1-18,56,10,17.9,9.4,29.5
P. aeruginosa R to pip/tazobactam,National,CLABSI,2014,19-64,433,66,15.2,12,18.8
P. aeruginosa R to pip/tazobactam,National,CLABSI,2014,65+,334,34,10.2,7.2,13.7
P. aeruginosa R to pip/tazobactam,National,CLABSI,2014,All Ages,886,113,12.8,10.6,15
P. aeruginosa R to pip/tazobactam,National,CLABSI,All Years,<1,246,12,4.9,2.6,8.1
P. aeruginosa R to pip/tazobactam,National,CLABSI,All Years, 1-18,199,27,13.6,9.3,18.8
P. aeruginosa R to pip/tazobactam,National,CLABSI,All Years,19-64,1543,246,15.9,14.1,17.8
P. aeruginosa R to pip/tazobactam,National,CLABSI,All Years,65+,1270,182,14.3,12.4,16.3
P. aeruginosa R to pip/tazobactam,National,CLABSI,All Years,All Ages,3258,467,14.3,13.1,15.5
P. aeruginosa R to pip/tazobactam,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to pip/tazobactam,National,SSI,2011, 1-18,22,3,13.6,3.5,32.7
P. aeruginosa R to pip/tazobactam,National,SSI,2011,19-64,360,9,2.5,1.2,4.5
P. aeruginosa R to pip/tazobactam,National,SSI,2011,65+,420,36,8.6,6.1,11.5
P. aeruginosa R to pip/tazobactam,National,SSI,2011,All Ages,808,48,5.9,4.4,7.7
P. aeruginosa R to pip/tazobactam,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to pip/tazobactam,National,SSI,2012, 1-18,40,1,2.5,0.1,11.7
P. aeruginosa R to pip/tazobactam,National,SSI,2012,19-64,856,47,5.5,4.1,7.1
P. aeruginosa R to pip/tazobactam,National,SSI,2012,65+,859,40,4.7,3.3,6.2
P. aeruginosa R to pip/tazobactam,National,SSI,2012,All Ages,1759,88,5,4,6
P. aeruginosa R to pip/tazobactam,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to pip/tazobactam,National,SSI,2013, 1-18,51,1,2,0,9.2
P. aeruginosa R to pip/tazobactam,National,SSI,2013,19-64,1031,48,4.7,3.4,6
P. aeruginosa R to pip/tazobactam,National,SSI,2013,65+,1125,48,4.3,3.1,5.5
P. aeruginosa R to pip/tazobactam,National,SSI,2013,All Ages,2210,97,4.4,3.5,5.3
P. aeruginosa R to pip/tazobactam,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to pip/tazobactam,National,SSI,2014, 1-18,64,3,4.7,1.2,12.2
P. aeruginosa R to pip/tazobactam,National,SSI,2014,19-64,1118,47,4.2,3.1,5.5
P. aeruginosa R to pip/tazobactam,National,SSI,2014,65+,1160,54,4.7,3.5,5.9
P. aeruginosa R to pip/tazobactam,National,SSI,2014,All Ages,2350,105,4.5,3.6,5.3
P. aeruginosa R to pip/tazobactam,National,SSI,All Years,<1,21,1,4.8,0.2,21.3
P. aeruginosa R to pip/tazobactam,National,SSI,All Years, 1-18,177,8,4.5,2.1,8.4
P. aeruginosa R to pip/tazobactam,National,SSI,All Years,19-64,3365,151,4.5,3.8,5.2
