Phenotype,Region,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2013,19-64,237,15,6.3,3.7,9.9
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2013,65+,211,22,10.4,6.8,15.1
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2013,All Ages,468,38,8.1,5.8,10.8
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2014, 1-18,29,0,0,0,9.8
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2014,19-64,252,12,4.8,2.6,7.9
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2014,65+,213,13,6.1,3.4,9.9
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,2014,All Ages,496,25,5,3.3,7.2
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,All Years, 1-18,96,5,5.2,1.9,11.1
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,All Years,19-64,833,57,6.8,5.2,8.7
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,All Years,65+,721,73,10.1,8,12.4
P. aeruginosa (R+I) to carbapenems,Pacific,SSI,All Years,All Ages,1660,135,8.1,6.8,9.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2011,<1,20,1,5,0.2,22.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2011,19-64,243,60,24.7,19.5,30.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2011,65+,282,72,25.5,20.6,30.8
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2011,All Ages,552,134,24.3,20.8,27.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2012,19-64,477,122,25.6,21.8,29.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2012,65+,578,87,15.1,12.3,18.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2012,All Ages,1091,216,19.8,17.5,22.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2013,19-64,593,145,24.5,21.1,28
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2013,65+,658,146,22.2,19.1,25.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2013,All Ages,1279,295,23.1,20.8,25.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2014, 1-18,30,2,6.7,1.1,20.3
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2014,19-64,586,149,25.4,22,29
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2014,65+,613,106,17.3,14.4,20.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,2014,All Ages,1242,259,20.9,18.6,23.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,All Years,<1,65,6,9.2,3.8,18.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,All Years, 1-18,69,11,15.9,8.6,26
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,All Years,19-64,1899,476,25.1,23.1,27
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,All Years,65+,2131,411,19.3,17.6,21
P. aeruginosa (R+I) to carbapenems,South_Atlantic,All HAIs,All Years,All Ages,4164,904,21.7,20.4,22.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2011,19-64,141,34,24.1,17.5,31.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2011,65+,188,53,28.2,22.1,34.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2011,All Ages,331,87,26.3,21.7,31.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2012,19-64,308,99,32.1,27.1,37.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2012,65+,394,60,15.2,11.9,19
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2012,All Ages,716,162,22.6,19.6,25.8
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2013,19-64,368,103,28,23.5,32.7
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2013,65+,433,118,27.3,23.2,31.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2013,All Ages,811,222,27.4,24.3,30.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2014,19-64,369,114,30.9,26.3,35.7
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2014,65+,400,83,20.8,16.9,24.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,2014,All Ages,781,199,25.5,22.5,28.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,All Years, 1-18,30,6,20,8.5,37
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,All Years,19-64,1186,350,29.5,26.9,32.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,All Years,65+,1415,314,22.2,20,24.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CAUTI,All Years,All Ages,2639,670,25.4,23.7,27
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2011,<1,20,1,5,0.2,22.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2011,19-64,74,24,32.4,22.5,43.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2011,65+,62,17,27.4,17.4,39.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2011,All Ages,160,43,26.9,20.4,34.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2012,19-64,75,19,25.3,16.4,36
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2012,65+,53,11,20.8,11.4,33.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2012,All Ages,148,34,23,16.7,30.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2013,19-64,92,29,31.5,22.6,41.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2013,65+,81,18,22.2,14.1,32.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2013,All Ages,188,50,26.6,20.6,33.2
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2014,19-64,95,27,28.4,20,38
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2014,65+,54,16,29.6,18.6,42.7
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,2014,All Ages,176,45,25.6,19.5,32.3
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,All Years,<1,57,6,10.5,4.3,20.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,All Years, 1-18,29,5,17.2,6.6,34.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,All Years,19-64,336,99,29.5,24.7,34.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,All Years,65+,250,62,24.8,19.7,30.4
P. aeruginosa (R+I) to carbapenems,South_Atlantic,CLABSI,All Years,All Ages,672,172,25.6,22.4,28.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2011,19-64,28,2,7.1,1.2,21.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2011,65+,32,2,6.3,1,19.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2011,All Ages,61,4,6.6,2.1,15
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2012,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2012,19-64,94,4,4.3,1.3,9.9
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2012,65+,131,16,12.2,7.4,18.6
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2012,All Ages,227,20,8.8,5.6,13
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2013,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2013,19-64,133,13,9.8,5.5,15.7
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2013,65+,144,10,6.9,3.5,12
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2013,All Ages,280,23,8.2,5.4,11.8
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2014,19-64,122,8,6.6,3,12
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2014,65+,159,7,4.4,1.9,8.5
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,2014,All Ages,285,15,5.3,3,8.3
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,All Years,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,All Years,19-64,377,27,7.2,4.8,10.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,All Years,65+,466,35,7.5,5.3,10.1
P. aeruginosa (R+I) to carbapenems,South_Atlantic,SSI,All Years,All Ages,853,62,7.3,5.6,9.1
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2011,19-64,40,11,27.5,15.3,42.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2011,65+,50,6,12,5,23.2
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2011,All Ages,95,18,18.9,12,27.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2012,19-64,92,16,17.4,10.6,26.1
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2012,65+,137,15,10.9,6.4,17
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2012,All Ages,247,33,13.4,9.5,18
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2013,19-64,144,31,21.5,15.3,28.8
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2013,65+,155,30,19.4,13.7,26.1
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2013,All Ages,316,62,19.6,15.5,24.2
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2014,19-64,196,36,18.4,13.4,24.2
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2014,65+,186,26,14,9.5,19.5
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,2014,All Ages,399,64,16,12.6,19.8
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,All Years,<1,21,3,14.3,3.7,34.1
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,All Years, 1-18,36,3,8.3,2.1,21
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,All Years,19-64,472,94,19.9,16.4,23.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,All Years,65+,528,77,14.6,11.7,17.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,All HAIs,All Years,All Ages,1057,177,16.7,14.5,19
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2011,19-64,27,11,40.7,23.6,59.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2011,65+,33,5,15.2,5.7,30.4
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2011,All Ages,63,17,27,17.1,38.9
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2012,19-64,52,12,23.1,13.1,35.9
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2012,65+,83,10,12,6.2,20.4
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2012,All Ages,141,22,15.6,10.3,22.3
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2013,19-64,76,20,26.3,17.3,37
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2013,65+,97,25,25.8,17.8,35.1
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2013,All Ages,181,45,24.9,18.9,31.5
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2014,19-64,100,19,19,12.1,27.5
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2014,65+,105,18,17.1,10.8,25.2
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,2014,All Ages,210,37,17.6,12.9,23.2
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,All Years,19-64,255,62,24.3,19.3,29.8
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,All Years,65+,318,58,18.2,14.2,22.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,CAUTI,All Years,All Ages,595,121,20.3,17.2,23.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2011, 1-18,(0),None Tested,Not Defined,Not Defined,Not Defined
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2011,19-64,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2011,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2011,All Ages,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2012,19-64,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2012,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2012,All Ages,23,5,21.7,8.4,41.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2013,19-64,21,7,33.3,15.8,55
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2013,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2013,All Ages,40,11,27.5,15.3,42.7
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2014,19-64,29,9,31,16.3,49.3
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2014,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,2014,All Ages,53,14,26.4,15.8,39.4
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,West_North_Central,CLABSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
